,id,cause,effect,label
1315,1074,He bought them on sale.,The man's clothes were cheap.,1.0
1316,1166,I was tired of standing.,I kneeled down.,1.0
1317,207,They got along with their landlord.,The tenants were evicted from the apartment.,0.0
1318,1262,He trusted the therapist.,The man withheld personal information from the therapist.,0.0
1319,1251,I petted it.,I snapped at the cat.,0.0
1320,1428,The sun went down.,The driver pulled up the roof of his convertible.,0.0
1321,1051,I was thirsty.,I went to the toilet.,0.0
1322,1223,The stranger shouted insults at me in a foreign language.,I stared blankly at him.,0.0
1323,299,The book became a huge bestseller.,It was adapted into a movie.,1.0
1324,1056,The police officer shot the gun.,The gun recoiled.,1.0
1325,223,The stranger cried out to me in a foreign language.,I stared blankly at him.,1.0
1326,155,She graduated from college.,The woman received a diploma.,1.0
1327,11,The faucet was turned off.,The woman repaired her faucet.,0.0
1328,1430,She exhaled.,The woman's friend noticed her bad breath.,1.0
1329,72,The suspect resisted arrest.,The police handcuffed the suspect.,1.0
1330,196,The boy murmured his reply to his mother.,His mother told him to whisper.,0.0
1331,376,She rescued an abandoned dog.,The girl had a phobia of dogs.,0.0
1332,164,The man was lost.,He drew a map.,0.0
1333,1453,The detective found the last piece of evidence in the case.,He finalized his theory.,1.0
1334,151,She was adopted.,The child caught a life-threatening illness.,0.0
1335,53,The bodybuilder lifted weights.,Her muscles became fatigued.,1.0
1336,470,The couple was happy to see each other.,They rested.,0.0
1337,175,The man scooted the chair closer to his desk.,The chair squeaked.,1.0
1338,128,Their youngest child started attending preschool.,The parents left their children with a babysitter.,0.0
1339,1311,I applied ointment on my wound regularly.,It healed.,1.0
1340,1087,I ate birthday cake.,My feet hurt.,0.0
1341,468,The cat lounged on the couch.,The dog barked.,0.0
1342,439,The bride got cold feet before the wedding.,She called the wedding off.,1.0
1343,484,Political violence broke out in the nation.,Many citizens relocated to the capitol.,0.0
1344,422,My heart pounded.,I regained composure from my fit of anger.,0.0
1345,408,I was laughing.,My eyes became red and puffy.,0.0
1346,1435,The chef forgot to put the egg in the fridge.,The egg rotted.,1.0
1347,1196,The boy yelled his reply to his mother.,His mother told him to whisper.,1.0
1348,1481,The student's phone rang.,The teacher covered a lot of material.,0.0
1349,126,She outgrew the clothes.,The girl handed down her clothes to her younger sister.,1.0
1350,360,He joined the basketball team.,The teenager grew taller than his father.,0.0
1351,1057,The woman felt compelled to express herself.,She donated blood.,0.0
1352,216,She brushed her hair.,The woman's makeup smeared.,0.0
1353,265,He fought poverty.,The leader received praise.,1.0
1354,1500,The woman was in a good mood.,She engaged in small talk with her friend.,1.0
1355,1238,The man had a dead conscience.,He admitted his indiscretion.,0.0
1356,1483,The jewelry thieves were never caught.,The cost of the stolen jewelry was calculated.,1.0
1357,345,The cup of tea was scalding hot.,I poured it out.,0.0
1358,43,The applicant failed a background check.,The executive decided not to hire the applicant.,1.0
1359,348,I misplaced my wallet.,I retrieved my phone.,0.0
1360,1184,He supported the cause behind his donation.,The benefactor looked extremely excited.,1.0
1361,1157,The puddle on the sidewalk looked fun.,I played in the puddle.,1.0
1362,1135,The man became offensive.,His family cut off contact with him.,1.0
1363,305,She was familiar with the bartender.,The woman refused a second beer.,0.0
1364,256,A screaming ambulance approached.,Cars moved to the shoulder of the road.,1.0
1365,499,The computer was expensive to fix.,I got it repaired.,0.0
1366,1027,The toddler joined a baby pageant.,Her mother put her down for a nap.,0.0
1367,1445,The humanitarian was difficult for the journalist to interview.,The journalist did not write about the humanitarian.,1.0
1368,1338,The scientist could not finish her experiments on time.,She validated her theory.,0.0
1369,205,The waistband on my pants was loose.,I put on a hat.,0.0
1370,477,The lobbyist persuaded the legislature to support the bill.,The legislature passed the bill.,1.0
1371,1137,The skunk became hungry.,The skunk roamed the woods.,1.0
1372,229,My friend paid for my ticket.,I paid her back.,1.0
1373,1434,It was the top of the hour.,He was tired and stared at the clock.,0.0
1374,1491,The candle burned out some time ago.,The wax on the candle hardened.,1.0
1375,341,I put ice cubes in the hot soup.,The soup became thick.,0.0
1376,430,She sneezed.,The woman covered her mouth with her hand.,1.0
1377,499,The computer was expensive to fix.,I bought a new one.,1.0
1378,153,The parents recognized their daughter's creativity.,They taught her how to ride a bike.,0.0
1379,275,The bully stuck his foot out in front of his classmate.,The bully's classmate tripped.,1.0
1380,50,They had a pillow fight.,The children knocked over a lamp.,1.0
1381,1375,His mother passed away.,The man yelled at her.,0.0
1382,1048,The nurse made a mistake during the patient's injection.,The patient tensed up.,0.0
1383,208,The man woke up with a toothache.,He made an appointment with the dentist.,1.0
1384,212,The police interrogated her.,The police eliminated the woman from the list of suspects.,0.0
1385,1250,The chandelier's lights flickered on and off.,The chandelier was removed from the ceiling.,1.0
1386,1289,The mother no longer needed her son's picture.,His mother sold the picture to a gallery.,1.0
1387,431,The secretary put the caller on hold.,The caller waited on the line.,1.0
1388,1415,Her opponent tried to intercept it.,The player could not see the ball.,1.0
1389,136,The flashlight was dead.,I replaced the batteries.,1.0
1390,153,The parents recognized their daughter's creativity.,They encouraged her to become an artist.,1.0
1391,444,The student was in a rush to get to school on time.,He brought his lunch to school.,0.0
1392,1283,He turned on his nightlight.,The boy was struggling to fall asleep.,1.0
1393,450,I pressed my hand into the wet cement.,Cracks emerged in the cement.,0.0
1394,155,She enrolled in college.,The woman received a diploma.,0.0
1395,1453,The detective found the last piece of evidence in the case.,He scrapped his theory.,0.0
1396,1159,The archelogist discovered the site.,She excavated ancient artifacts.,0.0
1397,1137,The skunk became hungry.,The dog emitted a foul smell.,0.0
1398,246,I clenched the candy wrapper in my fist.,The wrapper crinkled.,1.0
1399,1250,The chandelier dropped from the ceiling.,The chandelier was removed from the ceiling.,0.0
1400,430,She exhaled.,The woman covered her mouth with her hand.,0.0
1401,238,The man had an attack of conscience.,He manipulated his friend.,0.0
1402,1499,The computer was cheap to fix.,I bought a new one.,0.0
1403,1087,I jogged on the treadmill.,My feet hurt.,1.0
1404,218,The student's answer on the exam was incorrect.,The teacher added bonus points to the student's grade.,0.0
1405,1488,The couple had a big fight.,They took some time apart.,1.0
1406,1150,The patient's symptoms cleared up.,The patient felt happy.,0.0
1407,100,He was speeding.,The driver got pulled over by the police.,1.0
1408,1145,They were outnumbered.,The army won the battle.,0.0
1409,1044,The man had bad eyesight.,He went blind.,0.0
1410,314,The air conditioner in the room broke.,The woman fanned herself with her hand.,1.0
1411,1179,It was caught in a hurricane.,The boat moved.,0.0
1412,131,I rubbed the soap between my hands.,My hands went numb.,0.0
1413,277,I drank a cup of coffee.,I nodded off to sleep.,0.0
1414,323,She received tenure at the university.,The scientist gained recognition.,0.0
1415,1163,My lips were covered in garlic.,I wiped my mouth.,1.0
1416,121,The girl went down the hill on her bike.,Her bike sped up.,1.0
1417,1236,I wanted to tense up the mood of the conversation.,I remained quiet.,1.0
1418,480,His pocket was filled with coins.,The man's pocket jingled as he walked.,1.0
1419,119,He planned to ask the girl out.,The boy's hands were shaking.,1.0
1420,1091,The sand at the beach was too hot.,I put my shoes on.,1.0
1421,1387,I was moving out of my apartment.,I called several realtors.,0.0
1422,1213,The climbers failed to reach the peak of the mountain.,They congratulated each other.,0.0
1423,189,The girl performed in a dance recital.,Her parents showed her how to dance.,0.0
1424,413,My computer crashed.,I lost all my data.,1.0
1425,181,Her friends stood her up.,The young woman was denied entrance into the bar.,0.0
1426,199,The vase broke.,I stenciled it.,0.0
1427,228,The car looked filthy.,He owner took it in for a paint job.,0.0
1428,306,I climbed several flights of stairs.,I ran out of breath.,1.0
1429,1388,The boy looked up to his older brother.,The boy broke his arm.,0.0
1430,1197,I was held up at airport security.,My flight got rescheduled.,1.0
1431,1105,The interviewer asked difficult questions.,I passed the job interview.,0.0
1432,57,The woman felt compelled to help someone in need.,She wrote a poem.,0.0
1433,1348,I needed to call someone.,I retrieved my phone.,1.0
1434,1409,I blew on the wick.,The candle lit up.,0.0
1435,126,The clothes were tattered.,The girl handed down her clothes to her younger sister.,0.0
1436,1272,The woman stood by her friend.,Her friend sent her a greeting card.,1.0
1437,489,The woman needed to clean her house.,The woman contacted the real estate agent.,0.0
1438,286,My daughter suffered an allergy attack.,I took her to the emergency room.,1.0
1439,1361,The procedure was costly.,The patient could not afford the medical procedure.,1.0
1440,1319,Most members were unable to join.,The meeting commenced.,0.0
1441,1260,My grandmother passed by.,My family held a reunion.,1.0
1442,1020,The woman's ring got dirty.,The ring went down the drain.,0.0
1443,319,The administrator cleared her throat.,The meeting commenced.,1.0
1444,1078,The man had a cookie in his hand.,His dog jumped up on him.,1.0
1445,304,The ocean tide was dangerous.,The swimmers returned towards the shore.,1.0
1446,441,The friends decided to share the hamburger.,They cut the hamburger in half.,1.0
1447,1326,I pulled too hard on the railing.,The railing came loose from the wall.,1.0
1448,293,The documents contained important information.,I paper clipped them together.,0.0
1449,1116,My son was born.,I was moved.,1.0
1450,329,The DJ turned the music on.,People left the party.,0.0
1451,242,I put coins in the washing machine at the laundromat.,I ran out of laundry detergent.,0.0
1452,289,The boy painted a picture for his mother.,His mother sold the picture to a gallery.,0.0
1453,137,The skunk sprayed the dog.,The skunk roamed the woods.,0.0
1454,1363,He had children.,The investigators notified the family of the man's death.,1.0
1455,26,She opened her parachute.,The skydiver glided safely to the ground.,1.0
1456,1233,I burst into a cold room.,My eyes welled up with tears.,0.0
1457,1220,The detective flashed his fake badge to the police officer.,The police officer let the detective enter the crime scene.,0.0
1458,1180,He avoided making eye contact with her.,The mother suspected that her son was upset.,0.0
1459,96,Her husband got laid off.,The woman took her family on vacation.,0.0
1460,122,A man cut in front of me in the long line.,I confronted him.,1.0
1461,354,She was intoxicated.,The woman stayed away from public places.,0.0
1462,107,The man looked at his watch.,He realized he was early.,1.0
1463,1404,My friend wanted to stay overnight.,I shut off the light in the unoccupied room.,0.0
1464,460,He intimidated his competitors.,The man lost the competition.,0.0
1465,1080,The fugitive was shot by the police.,The police dropped the case.,1.0
1466,374,The man went into denial about the tragedy.,He refused to talk about it.,1.0
1467,119,His palms were cold and sweaty.,The boy's hands were shaking.,0.0
1468,14,The offender violated parole.,She stole money from a church.,0.0
1469,346,It was old.,The photograph faded.,1.0
1470,357,The magnet attracted the paperclip.,The paperclip stuck to the magnet.,1.0
1471,1312,The woman was about to cook.,She washed her hands.,1.0
1472,1031,She was in a good mood.,The woman trembled.,0.0
1473,1351,I touched the ice cube.,The ice cube vanished.,0.0
1474,1460,He intimidated his competitors.,The man won the competition.,1.0
1475,302,She made a lot of money in her current occupation.,The woman felt reluctant to switch careers.,1.0
1476,1446,The man is a long-time member of the church.,He donated money to the church.,1.0
1477,362,The man caught his shirtsleeve on the rungs of the fence.,He hopped the fence.,0.0
1478,1060,The crowd waited for the rock band at the airport.,The band signed autographs.,1.0
1479,1224,The man discovered his enemy uncovered incriminating evidence against him.,The man blackmailed his enemy.,0.0
1480,427,The couple behind me was whispering.,My view of the movie screen was blocked.,0.0
1481,1291,She was a vegetarian.,The girl politely accepted the hamburger.,0.0
1482,88,I finished eating.,I put my plate in the sink.,1.0
1483,1019,The caller said goodbye to me.,I recognized the caller.,0.0
1484,36,He wanted to shut off the alarm clock.,The man urgently leaped out of bed.,1.0
1485,129,The driver made a wrong turn.,The trip took a long time.,1.0
1486,1418,They escaped from jail.,There was a nationwide manhunt for the kidnappers.,1.0
1487,54,The cook stirred the ingredients in the bowl.,The ingredients melted.,0.0
1488,447,The woman's hair fell in her face.,She lathered shampoo into her hair.,0.0
1489,1107,The man looked at his list.,He realized he was early.,0.0
1490,421,The student misspelled the word.,The teacher dismissed her.,0.0
1491,19,The caller said goodbye to me.,I hung up the phone.,1.0
1492,343,The victim recovered.,The police closed the investigation.,0.0
1493,1215,The fortune teller's revelations were false.,She received many returning customers.,0.0
1494,1492,I slipped at the pool.,I sprained my ankle.,1.0
1495,1268,The pimples ripened.,We ate them.,0.0
1496,355,The putrid odor filled the room.,I clamped my hand over my nose.,1.0
1497,302,She endured a lot of stress in her current occupation.,The woman felt reluctant to switch careers.,0.0
1498,247,The woman pressed down on the piano key.,The key got stuck.,0.0
1499,1253,The man stepped in the mud.,He got his shoes shined.,1.0
1500,28,He avoided exposure to the disease.,The child became immune to the disease.,0.0
1501,1186,The doctor discovered the patient's arm was broken.,He put the patient's arm in a cast.,1.0
1502,1003,The cafe reopened in a new location.,The women were surprised.,1.0
1503,1391,It renewed its lease.,The retail shop stayed open for another year.,1.0
1504,487,The sick child coughed on his friend.,His friend sneezed.,0.0
1505,398,I flipped the light switch up and down.,The light faded.,0.0
1506,170,I wiped the desk with a cloth.,The dust came off the desk.,1.0
1507,403,The woman retired.,She received her pension.,1.0
1508,276,The man wanted to get revenge on his enemy.,The man framed his enemy for a crime.,1.0
1509,1265,He fought poverty.,The leader received opposition.,0.0
1510,1182,A comet passed by the moon.,A crater did not form on the moon.,1.0
1511,1078,The man had a cookie in his hand.,His dog ran over to eat the food.,0.0
1512,1014,The offender was poor.,She was sent back to jail.,0.0
1513,330,The surveillance camera was out of focus.,The security guard replayed the surveillance footage.,0.0
1514,442,I twisted the cap off the soda bottle.,The soda leaked out.,0.0
1515,1188,The woman wanted to sell her computer hardware.,She installed new software on the computer.,0.0
1516,1499,The computer was cheap to fix.,I got it repaired.,1.0
1517,1051,I felt nauseous.,I went to the toilet.,1.0
1518,42,My favorite song came on the radio.,I covered my ears.,0.0
1519,1301,She preferred paying by cash.,The woman never used her credit card.,1.0
1520,1100,He was speeding.,The driver looked into the rear camera.,0.0
1521,1161,The player got a penalty.,The coach gave his player a headshake.,1.0
1522,342,Her friend forgot to bring his lunch.,The girl shared her lunch with her friend.,1.0
1523,1037,The papers were important.,I put them into alphabetical order.,0.0
1524,353,His meal was cold.,The man drank water with his meal.,0.0
1525,1442,The soda bottle had a hole.,The soda fizzed.,0.0
1526,406,I doubted the salesman's pitch.,He persuaded me to buy the product.,0.0
1527,1088,I skipped dinner.,I didn't have to do the dishes.,1.0
1528,1385,I requested the librarian's help.,The librarian told me that I couldn't borrow the book.,0.0
1529,1347,The bully punched the boy.,The boy felt humiliated.,0.0
1530,496,I went to a museum.,My ears were ringing.,0.0
1531,1471,He thanked her.,The woman made the man a compliment.,1.0
1532,1073,The authorities brought on the case many years later.,They withheld the victim's name from the public.,0.0
1533,1273,He caught a whiff of her perfume.,The man never noticed the woman.,0.0
1534,372,She felt shy.,The woman exaggerated the details of the story.,0.0
1535,498,The airline mishandled my luggage.,They offered me compensation.,1.0
1536,106,Users reported dangerous side effects.,The pharmaceutical company recalled the drug.,1.0
1537,220,The detective flashed his badge to the police officer.,The police officer let the detective enter the crime scene.,1.0
1538,202,I heard people chuckling in the adjacent room.,I jumped instinctively in fright.,0.0
1539,1138,I cleaned my skin.,My scar faded.,1.0
1540,1222,The toddler started being naught.,Her parents gave her a toy.,0.0
1541,1204,The pipe froze.,A water pipe in the house was leaking.,0.0
1542,468,A knock sounded at the door.,The dog barked.,1.0
1543,1242,I had too many clothes to wash at the laundromat.,The machine powered on.,0.0
1544,133,The group overlooked the woman's faux pas.,The woman was relieved.,1.0
1545,73,The authorities vowed to protect the identity of the crime victim.,They withheld the victim's name from the public.,1.0
1546,1009,The patient was a close friend of the physician.,The patient disclosed confidential information to the physician.,1.0
1547,1474,There was a big flood last autumn.,Leaves fell from the trees.,0.0
1548,1401,The man flushed repeatedly.,The toilet filled with water.,1.0
1549,134,The girl came across an unfamiliar word in her textbook.,She looked the term up in the dictionary.,1.0
1550,1170,I removed the books from the desk.,The desk was light.,1.0
1551,1403,The woman won the lottery.,She paid off her mortgage.,1.0
1552,377,I made a resolution to eat a healthy diet.,I bought fruits and vegetables.,1.0
1553,65,The dog chewed on a bone.,The family took their dog to the veterinarian.,0.0
1554,10,The sales associate undercharged the customer.,The customer filed a complaint with the store manager.,0.0
1555,1035,The girl was angry.,She took apart the puzzle.,1.0
1556,1131,I slammed my hands in the door.,The soap foamed.,0.0
1557,383,The man wanted to save money.,He cut back on making frivolous purchases.,1.0
1558,1209,Their best player was injured.,The team won the game.,0.0
1559,1464,I was preparing to clean the bathroom.,I took off the rubber gloves.,0.0
1560,1349,He wanted to show me antlers.,He reloaded the gun.,0.0
1561,494,The woman became famous.,Her family avoided her.,0.0
1562,477,The lobbyist persuaded the legislature to support the bill.,The president vetoed the bill.,0.0
1563,1071,The police found the bomb.,The bomb exploded.,0.0
1564,179,It was caught in a hurricane.,The boat capsized.,1.0
1565,1043,The applicant had experience for the job.,The executive decided to hire the applicant.,1.0
1566,1189,The girl never learned to dance.,Her parents came to watch the recital.,0.0
1567,1025,She was attracted to him.,The woman ignored the man.,0.0
1568,1454,His brother took his toys from him.,The boy had someone to play with.,0.0
1569,1320,They ate popsicles.,The children had a toothache.,1.0
1570,216,She wiped her eyes.,The woman's makeup smeared.,1.0
1571,70,The station was coming in with static.,The boy tuned the radio.,1.0
1572,240,The family reminisced over the photos.,The photo albums collected dust in the attic.,0.0
1573,1312,The woman was about to cook.,She took antibiotics.,0.0
1574,1447,The woman began to wash her hair.,She lathered shampoo into her hair.,1.0
1575,84,I finished a page of the book.,I ripped out the next page.,0.0
1576,250,The chandelier dropped from the ceiling.,The chandelier shattered on the floor.,1.0
1577,111,The book was deemed inappropriate for children.,Teachers required students to read it.,0.0
1578,402,The girl found a bug in her cereal.,She lost her appetite.,1.0
1579,1154,The boy rubbed the side of the jar.,The jar became warm.,1.0
1580,1445,The journalist was intrigued by the humanitarian's work.,The journalist did not write about the humanitarian.,0.0
1581,51,I was thirsty.,I drank from the water fountain.,1.0
1582,1467,The student got full points on all exams.,The teacher promoted her to the next grade.,1.0
1583,1346,It was old.,The photograph was worthless.,0.0
1584,1206,Some of its products were manufactured defectively.,The company sold more products.,0.0
1585,285,The boy found the television show boring.,He shut it off.,1.0
1586,1139,She sent me a gift.,I wrote a reminder note to my grandmother.,0.0
1587,440,The man grew old.,His hair turned gray.,1.0
1588,50,They jumped on the bed.,The children knocked over a lamp.,0.0
1589,227,The child disobeyed her parents.,Her parents punished her.,1.0
1590,1169,She destroyed the evidence.,The woman got charged with the crime.,0.0
1591,1062,I forgot to eat breakfast.,My stomach was heavy.,0.0
1592,1335,I needed to carry cash.,I bought a wallet.,1.0
1593,462,A deer appeared on the road.,The driver slammed on his brakes.,1.0
1594,1231,The girl clenched the paper her in her fist.,The paper sliced apart.,0.0
1595,209,Their best player was injured.,The team lost the game.,1.0
1596,1462,The car radio shut off.,Everybody in the car stopped singing along.,1.0
1597,1058,The woman felt creative.,She adopted a cat.,0.0
1598,276,The man wanted to get revenge on his enemy.,The man declared a truce with his enemy.,0.0
1599,305,She was the designated driver for the night.,The woman refused a second beer.,1.0
1600,1067,My friend explained the rules to me.,The board game ended in a disaster.,0.0
1601,316,She felt self-conscious.,The girl stared at herself in the mirror.,1.0
1602,1294,I dropped it.,The egg hardened.,0.0
1603,1428,He heard thunder.,The driver pulled up the roof of his convertible.,1.0
1604,30,The friends were splitting hairs.,The friends' debate dragged on interminably.,1.0
1605,1186,The doctor discovered the patient's arm was broken.,He discovered that the patient's arm was broken.,0.0
1606,56,The police officer dropped the gun.,The gun recoiled.,0.0
1607,1108,The floor was permanently stained.,I replaced the floor with brand new tile.,1.0
1608,1224,The man discovered his enemy uncovered incriminating evidence against him.,The man avoided his enemy.,1.0
1609,1055,The man returned the document.,The transaction became official.,0.0
1610,76,He approached the building.,The man closed the umbrella.,1.0
1611,1091,The sand at the beach was too hot.,I shook my foot.,0.0
1612,174,A cat got stuck in the tree.,The boy climbed the tree.,1.0
1613,1258,The button on my laptop fell off.,I sewed the button back on.,0.0
1614,48,The nurse prepared the needle for the patient's injection.,The patient tensed up.,1.0
1615,1119,He planned to ask the girl out.,The boy's friends were scared.,0.0
1616,152,We found empty seats in the theatre.,We sat down.,1.0
1617,1400,They wore camouflage uniforms.,The soldiers had a lot of ammunition.,0.0
1618,1368,The spy bugged the enemy's phone.,The spy had many fake passports.,0.0
1619,19,The caller identified himself to me.,I hung up the phone.,0.0
1620,488,The couple got engaged.,They planned a wedding.,1.0
1621,1006,No one voted for him.,The politician won the election.,0.0
1622,1197,Tornadoes were sighted in the area.,My flight got rescheduled.,0.0
1623,1379,The friends' ran out of things to talk about.,The conversation quieted down.,1.0
1624,180,He refused to talk to her.,The mother suspected that her son was lying.,0.0
1625,1272,The woman stood by her friend.,Her friend cut off contact with her.,0.0
1626,1246,I pulled apart the candy wrapper with my hands.,The wrapper ripped.,1.0
1627,1180,He refused to talk to her.,The mother suspected that her son was upset.,1.0
1628,1264,He looked familiar.,I did not approach the man.,0.0
1629,1054,The cook boiled the ingredients in the bowl.,The ingredients blended together.,0.0
1630,1369,The child yanked the tablecloth.,The tablecloth needed to be washed.,0.0
1631,94,The tile was cracked.,I slipped on the floor.,0.0
1632,174,A bird built a nest in the tree.,The boy climbed the tree.,0.0
1633,1080,The fugitive was shot by the police.,The fugitive remained at large.,0.0
1634,1403,The woman won the lottery.,She received her pension.,0.0
1635,42,My favorite song came on the radio.,I sang along to it.,1.0
1636,1142,The mirror in the bathroom cleared up.,The girl turned on the fan.,0.0
1637,118,The teacher graded his homework.,The student received detention.,0.0
1638,103,The child kicked the stack of blocks.,The stack towered over the boy's head.,0.0
1639,456,He ate a big lunch.,The boy skipped dinner.,1.0
1640,1385,The book was checked out.,The librarian told me that I couldn't borrow the book.,1.0
1641,1429,The girl was thirsty.,Her father took away her dessert.,0.0
1642,1444,The student enjoyed cooking.,He brought his lunch to school.,1.0
1643,17,I poured bleach on it.,The shirt shrunk.,0.0
1644,1461,Her son lost his cat.,The mother called all neighbors.,1.0
1645,1389,The girl hated her parents.,She ran away from home.,1.0
1646,454,He shared his toys with his brother.,The boy threw a temper tantrum.,0.0
1647,1275,The bully stuck did not like his classmate.,The bully picked up his classmate.,1.0
1648,1096,Her husband got laid off.,The woman looked for a job.,1.0
1649,204,The water was unsanitary.,A water pipe in the house burst.,0.0
1650,1243,It was a holiday weekend.,The family had the barbeque.,1.0
1651,476,I pushed the wagon.,The objects in the wagon fell out.,0.0
1652,1167,I pulled on the knob.,The car accelerated.,0.0
1653,213,The climbers reached the peak of the mountain.,They congratulated each other.,1.0
1654,451,I brushed against poison ivy in my yard.,My skin broke out into a rash.,1.0
1655,241,The woman was telling a funny story.,I got distracted from my conversation with the woman.,0.0
1656,217,The company's profits started to level off.,It increased its marketing efforts for new products.,1.0
1657,1476,I opened the door of the wagon.,The objects in the wagon fell out.,1.0
1658,332,The man lifted the heavy box.,He put out his back.,1.0
1659,1288,I blew a bubble with the gum.,I enjoyed my chewing gum.,1.0
1660,157,I came upon a puddle on the sidewalk.,I leapt over the puddle.,1.0
1661,1354,She was contagious.,The woman was not allowed to drive her car.,0.0
1662,87,I jogged on the treadmill.,My stomach hurt.,0.0
1663,192,The bureau drawers were cluttered.,I threw away unnecessary contents.,1.0
1664,1111,The book was deemed appropriate for children.,Teachers required students to read it.,1.0
1665,1261,The police officer pulled the celebrity by the wrist.,The celebrity sued the police officer.,1.0
1666,463,I made a duplicate of the key.,The lock opened.,0.0
1667,263,The assailant struck the man in the head.,The man fell unconscious.,1.0
1668,1056,The police officer shot the gun.,The gun went off.,0.0
1669,352,She left her wallet at home.,The customer came into the boutique.,0.0
1670,1377,I made a resolution to become fitter.,I bought fruits and vegetables.,0.0
1671,362,The man caught his shirtsleeve on the rungs of the fence.,The sleeve ripped.,1.0
1672,14,The offender violated parole.,She was sent back to jail.,1.0
1673,1350,Boats sailed through the ocean.,New countries were discovered.,1.0
1674,1331,It was Saturday.,My stomache started growling.,0.0
1675,1064,He loosened his tie.,The man could breathe better.,1.0
1676,1476,I opened the door of the wagon.,The wagon wheels spun forward.,0.0
1677,1024,She worried she would catch the flu.,The woman got vaccinated.,1.0
1678,490,The man won the lottery.,He became rich.,1.0
1679,67,My friend explained the rules to me.,I learned how to play the board game.,1.0
1680,234,The school principal implemented a dress code.,Students protested the decision.,1.0
1681,1420,She burned her finger on the toaster.,The woman got ready for a night out.,0.0
1682,158,The fire alarm blared.,The woman covered her ears.,1.0
1683,1103,The child punched the stack of blocks.,The blocks scattered all over the rug.,0.0
1684,4,The forecast predicted high temperatures.,The runner wore shorts.,1.0
1685,404,I wanted to conserve energy.,I shut off the light in the unoccupied room.,1.0
1686,1240,The family reminisced over the photos.,The photo album collection was treasured.,1.0
1687,434,The hour seemed to drag on.,The clock chimed.,0.0
1688,1128,Their youngest child started attending preschool.,The parents left their children with a teacher.,1.0
1689,31,She was in a good mood.,The woman hummed to herself.,1.0
1690,1293,The documents were loose.,I paper clipped them together.,1.0
1691,1036,He wanted to shut off the alarm clock.,The man got up earlier.,0.0
1692,1322,The customer had enough money for the souvenir.,The vender sold it to him.,1.0
1693,161,The player scored a point.,The coach gave his player a high five.,1.0
1694,482,A fly bit the horse.,The horse bucked.,1.0
1695,1444,The student enjoyed cooking.,He left his assignment at home.,0.0
1696,159,The archeologist dug up the site.,She read about the site's history.,0.0
1697,159,The archeologist dug up the site.,She excavated ancient artifacts.,1.0
1698,1230,She was framed.,The woman was correctly convicted for the crime.,0.0
1699,1226,I was shocked.,My face dropped.,0.0
1700,381,The mother needed help looking after her children.,She gave up custody of the children.,0.0
1701,262,He disagreed with the therapist.,The man revealed personal information to the therapist.,0.0
1702,187,He was collecting seashells in the sand.,The boy filled the bucket with sand.,0.0
1703,2,The woman knew her friend was going through a hard time.,The woman tolerated her friend's difficult behavior.,1.0
1704,296,A group of teenagers crashed the party.,The host of the party kicked them out.,1.0
1705,410,The man drank heavily at the party.,He had a headache the next day.,1.0
1706,232,She missed them.,The woman visited her family.,1.0
1707,24,She worried she would catch the flu.,The host cancelled the party.,0.0
1708,1425,The man showed his new car to the woman.,The woman envied him.,1.0
1709,1221,The girl wanted to make her mother happy for her effort.,The girl picked a flower for her mother.,0.0
1710,367,She learned to walk.,The father put his daughter in her stroller.,0.0
1711,436,They were looking for illegal drugs.,The police searched the offender's car.,1.0
1712,392,The swimmer won the race.,She received a gold medal.,1.0
1713,135,The man became disabled.,His family cut off contact with him.,0.0
1714,489,The woman planned to buy a condo.,The woman contacted the real estate agent.,1.0
1715,1259,She wanted to avoid recognition.,The celebrity took off her sunglasses.,0.0
1716,423,I put my hands under the running faucet.,The water splashed in my face.,0.0
1717,1424,His wife bought him a new tie.,The man was disappointed about his birthday present.,1.0
1718,1045,It injured its wing.,The bird flew south.,0.0
1719,258,The button on my shirt fell off.,I glued the button back on.,0.0
1720,1255,The passenger on the airplane made a distracting noise.,The airplane crashed.,0.0
1721,1329,The DJ did not play good music.,People left the party.,1.0
1722,1461,Her son fell out of his bed.,The mother called all neighbors.,0.0
1723,371,The mayor fulfilled his promises.,The city re-elected the mayor.,1.0
1724,381,The mother needed help looking after her children.,She sent the children to daycare.,1.0
1725,1125,It detected a predator.,The turtle felt tired.,0.0
1726,322,The customer thought the souvenir was overpriced.,The vender sold it to him.,0.0
1727,319,The administrator cleared her throat.,The meeting was postponed.,0.0
1728,3,They wanted to catch up with each other.,The women met for coffee.,1.0
1729,122,A man cut in front of me in the long line.,I smiled at him.,0.0
1730,365,She swallowed her gum.,The girl's mouth ached.,0.0
1731,441,The friends decided to share the hamburger.,They ordered fries with the hamburger.,0.0
1732,35,The girl found the missing puzzle piece.,She completed the puzzle.,1.0
1733,449,I pulled the rubber band.,It flung across the room.,0.0
1734,222,The toddler started crying.,Her parents took away her toy.,0.0
1735,66,The woman dangled the biscuit above the dog.,The dog jumped up.,1.0
1736,1462,A deer appeared on the road.,Everybody in the car stopped singing along.,0.0
1737,1110,I was interested in the professor's lecture.,I paid attention to the professor.,1.0
1738,237,He dropped a hammer on his foot.,The man broke his toe.,1.0
1739,354,She was contagious.,The woman stayed away from public places.,1.0
1740,1152,The opening credits finished playing.,We sat down.,0.0
1741,1176,The children were watching cartoons.,The father laughed at the children's television.,1.0
